Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.33.03;Interne Rechtliche Serviceleistungen;A;Personalaufwendungen;2012;2.784.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Personalaufwendungen;2013;2.784.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2008;1.143.165,40
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2009;1.210.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2010;1.208.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2011;1.225.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2012;1.225.000,00
1.33.03;Interne Rechtliche Serviceleistungen;A;Versorgungsaufwendungen;2013;1.225.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2008;64.002,96
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2009;20.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2010;20.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2011;20.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2012;20.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Öffentlich-rechtliche Leistungsentgelte;2013;20.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2008;160.402,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2009;260.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2010;140.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2011;140.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2012;140.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2013;140.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2008;405.895,10
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2009;2.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2010;2.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2011;2.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2012;2.000,00
1.33.03;Interne Rechtliche Serviceleistungen;E;Sonstige ordentliche Erträge;2013;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2008;213.639,22
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2009;137.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2010;140.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2011;240.887,50
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2012;187.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Abschreibungen;2013;165.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2008;6.942.889,13
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2009;3.777.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2010;4.072.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2011;4.052.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2012;4.052.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Sach- und Dienstleistungen;2013;4.052.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;0,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;100.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;100.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;100.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;100.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;100.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2008;10.021.218,78
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2009;10.914.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2010;13.569.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2011;13.569.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2012;13.569.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Personalaufwendungen;2013;13.569.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2008;1.369,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2009;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2010;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2011;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2012;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Sonstige ordentliche Aufwendungen;2013;2.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2008;1.387.941,61
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2009;1.514.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2010;1.328.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2011;1.418.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2012;1.418.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;A;Versorgungsaufwendungen;2013;1.418.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Außerordentliche Erträge;2008;47.444,50
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2008;2.770.464,89
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2009;325.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2010;325.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2011;325.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2012;325.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Privatrechtliche Leistungsentgelte;2013;325.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2008;973.613,59
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2009;199.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2010;199.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2011;199.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2012;199.000,00
1.34.01;Grundstücks- und Gebäudebewirtschaftung;E;Sonstige ordentliche Erträge;2013;199.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2008;2.825.367,28
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2009;2.311.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2010;2.766.702,56
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2011;2.832.422,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2012;2.915.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Abschreibungen;2013;3.089.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2008;25.161.328,12
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2009;16.926.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2010;21.275.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2011;21.098.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2012;20.148.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Sach- und Dienstleistungen;2013;18.458.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;0,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;6.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;6.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;6.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;6.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;6.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Außerordentliche Aufwendungen;2008;54.605,25
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2008;2.426.143,01
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2009;2.910.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2010;3.316.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2011;3.346.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2012;3.346.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Personalaufwendungen;2013;3.346.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2008;234.279,30
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2009;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2010;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2011;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2012;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Sonstige ordentliche Aufwendungen;2013;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2008;880.420,06
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2009;842.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2010;842.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2011;859.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2012;859.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Versorgungsaufwendungen;2013;859.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Zinsen und sonstige Finanzaufwendungen;2008;1.240.008,67
1.34.04;Grundstücks- und Gebäudemanagement;A;Zinsen und sonstige Finanzaufwendungen;2010;848.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Zinsen und sonstige Finanzaufwendungen;2011;841.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Zinsen und sonstige Finanzaufwendungen;2012;832.000,00
1.34.04;Grundstücks- und Gebäudemanagement;A;Zinsen und sonstige Finanzaufwendungen;2013;822.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Außerordentliche Erträge;2008;953.101,12
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2008;2.366,55
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2009;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2010;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2011;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2012;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Finanzerträge;2013;5.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Kostenersatzleistungen und -erstattungen;2008;61.475,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2008;26.648.265,53
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2009;22.204.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2010;22.204.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2011;22.204.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2012;22.204.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Privatrechtliche Leistungsentgelte;2013;22.204.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2008;779.624,93
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2009;174.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2010;174.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2011;174.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2012;174.000,00
1.34.04;Grundstücks- und Gebäudemanagement;E;Sonstige ordentliche Erträge;2013;174.000,00
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2008;581.918,43
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2009;545.000,00
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2010;575.390,53
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2011;610.123,50
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2012;601.000,00
1.35.01;Zentrale Serviceleistungen;A;Abschreibungen;2013;598.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2008;4.497.939,10
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2009;5.018.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2010;6.211.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2011;6.301.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2012;8.291.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Sach- und Dienstleistungen;2013;8.026.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;3.893.651,45
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;4.040.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;4.060.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;4.060.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;4.060.000,00
1.35.01;Zentrale Serviceleistungen;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;4.060.000,00
1.35.01;Zentrale Serviceleistungen;A;Außerordentliche Aufwendungen;2008;728,22
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2008;3.660.114,42
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2009;3.809.000,00
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2010;3.922.000,00
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2011;3.922.000,00
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2012;3.700.000,00
1.35.01;Zentrale Serviceleistungen;A;Personalaufwendungen;2013;3.700.000,00
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2008;2.987,04
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.35.01;Zentrale Serviceleistungen;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2008;1.391.949,10
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2009;1.553.000,00
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2010;1.661.000,00
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2011;1.692.000,00
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2012;1.603.000,00
1.35.01;Zentrale Serviceleistungen;A;Versorgungsaufwendungen;2013;1.603.000,00
1.35.01;Zentrale Serviceleistungen;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;15.025,00
1.35.01;Zentrale Serviceleistungen;E;Kostenersatzleistungen und -erstattungen;2008;36,40
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2008;910.218,28
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2009;1.707.000,00
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2010;93.000,00
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2011;93.000,00
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2012;93.000,00
1.35.01;Zentrale Serviceleistungen;E;Privatrechtliche Leistungsentgelte;2013;93.000,00
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2008;660.681,35
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2009;910.000,00
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2010;1.483.000,00
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2011;1.483.000,00
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2012;1.483.000,00
1.35.01;Zentrale Serviceleistungen;E;Sonstige ordentliche Erträge;2013;1.483.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2008;2.152.609,61
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2009;1.633.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2010;2.039.845,32
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2011;1.608.423,54
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2012;1.516.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Abschreibungen;2013;1.366.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2008;8.792.005,66
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2009;8.941.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2010;10.155.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2011;11.127.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2012;10.977.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Sach- und Dienstleistungen;2013;10.977.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;2.625,00
1.35.02;Informations- und Kommunikationstechn.;A;Außerordentliche Aufwendungen;2008;42.807,78
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2008;5.612.139,33
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2009;5.898.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2010;6.591.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2011;6.591.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2012;6.591.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Personalaufwendungen;2013;6.591.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2008;1.559,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2009;2.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2010;2.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2011;2.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2012;2.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Sonstige ordentliche Aufwendungen;2013;2.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2008;974.122,80
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2009;1.021.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2010;1.034.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2011;1.080.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2012;1.080.000,00
1.35.02;Informations- und Kommunikationstechn.;A;Versorgungsaufwendungen;2013;1.080.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2008;10.342.295,50
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2009;9.163.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2010;9.163.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2011;9.163.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2012;9.163.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Privatrechtliche Leistungsentgelte;2013;9.163.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2008;1.066.842,51
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2009;904.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2010;922.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2011;922.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2012;922.000,00
1.35.02;Informations- und Kommunikationstechn.;E;Sonstige ordentliche Erträge;2013;922.000,00
1.35.03;Städtische Kommunikation;A;Abschreibungen;2008;22.964,20
1.35.03;Städtische Kommunikation;A;Abschreibungen;2009;11.000,00
1.35.03;Städtische Kommunikation;A;Abschreibungen;2010;14.208,00
1.35.03;Städtische Kommunikation;A;Abschreibungen;2011;13.558,50
1.35.03;Städtische Kommunikation;A;Abschreibungen;2012;7.000,00
1.35.03;Städtische Kommunikation;A;Abschreibungen;2013;7.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2008;755.558,29
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2009;840.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2010;855.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2011;840.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2012;855.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Sach- und Dienstleistungen;2013;840.000,00
1.35.03;Städtische Kommunikation;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;6.327,90
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2008;1.108.958,32
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2009;1.320.000,00
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2010;1.405.000,00
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2011;1.405.000,00
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2012;1.405.000,00
1.35.03;Städtische Kommunikation;A;Personalaufwendungen;2013;1.405.000,00
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2008;157.939,75
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2009;158.000,00
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2010;158.000,00
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2011;167.000,00
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2012;167.000,00
1.35.03;Städtische Kommunikation;A;Versorgungsaufwendungen;2013;167.000,00
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2008;270.370,55
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2009;237.000,00
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2010;237.000,00
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2011;237.000,00
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2012;237.000,00
1.35.03;Städtische Kommunikation;E;Privatrechtliche Leistungsentgelte;2013;237.000,00
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2008;75.576,08
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2009;65.000,00
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2010;65.000,00
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2011;65.000,00
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2012;65.000,00
1.35.03;Städtische Kommunikation;E;Sonstige ordentliche Erträge;2013;65.000,00
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2008;997,79
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2009;5.000,00
1.35.04;Personalgestellung Küche;A;Aufwendungen für Sach- und Dienstleistungen;2010;5.000,00
